stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
1095,37,13 Corinda Gr,Corinda Grove / Ashbourne Gr #37,-42.84988207685499,147.27924939942423,,,0,
4168,,13 Estate Dr,Estate Dr/International Cl In,-42.85370725660135,147.48733085537398,,,0,
1737,,13 Henley St,Henley St before Cottesloe St,-42.85183339087149,147.3663626548781,,,0,
2301,25,13 Lantana Rd,Lantana Rd Stop 25,-42.81180687241146,147.34897742167504,,,0,
628,41,131 Chapel St,Chapel St Stop 41 Out,-42.84106041665639,147.26251566153368,,,0,
1757,18,131 Derwent Ave,Derwent Ave before Paloona St,-42.84660192294667,147.34232705718793,,,0,
508,33,132 Howard Rd,Howard Rd Stop 33 Out,-42.82509179344421,147.29658744160372,,,0,
2240,80,133 Rockingham Dr,Rockingham Dr / Bradman St,-42.88765,147.4476,,,0,
1455,,134 Acton Rd,Acton Rd opp Equestrian Dr,-42.89537871802471,147.48116251271134,,,0,
853,,134 Box Hill Rd,Box Hill Rd past Battersby Ou,-42.79827141102382,147.24177025886476,,,0,
1418,14,135-139 Clarence St,Clarence St #14 In,-42.87687765263412,147.3916428546119,,,0,
3786,,137 Redwood Rd,Redwood Rd past Lorikeet St,-42.98853942352619,147.3049384742779,,,0,
579,37,14 Corinda Gr,Corinda Grove / Devines Rd #37,-42.84981263899629,147.27931918805743,,,0,
3754,,14 Hawthorn Dr,Hawthorn Dr before Fern Street,-42.99209215949129,147.30307921960477,,,0,
2327,25,14 Lantana Rd,Lantana Rd past Holly Rd,-42.811708,147.348556,,,0,
2188,78,14 Mockridge Rd,Mockridge Rd / Rodwell Way,-42.886303,147.444731,,,0,
11020:1,,1401 Huon Hwy,,-42.97993101760519,147.1295632799009,,,0,
1941,28,142 Channel Hwy,Channel Hwy/Seaview #28 Out,-42.94752889,147.34970556,,,0,
1725,19,142 Derwent Ave,Derwent Ave Stop 19 In,-42.84569616311105,147.34014863104466,,,0,
2270,,142 Rifle Range Rd,No.142 Rifle Range Rd Out,-42.94204119883871,147.48675022112067,,,0,
1966,16,143 Nelson Rd,Nelson Rd btwn Bend 1 & 2,-42.90913764150728,147.32737020855697,,,0,
3794,,143 Roslyn Ave,Roslyn Ave past Melaleuca Dr,-42.99364873320696,147.3240202759301,,,0,
1901,7,143 Sandy Bay Rd,Sandy Bay Rd/Queen St #7 In,-42.89369981824521,147.32577313220708,,,0,
721,,146 Marys Hope Rd,Marys Hope Rd #35 In,-42.82119752,147.2464852,,,0,
2796,,146 Roslyn Ave,Roslyn Ave / Blowhole Rd,-42.99654743038545,147.32303625712723,,,0,
1750,,148 Gordons Hill Rd,Gordons Hill Rd / Loatta Rd,-42.84963417872946,147.36447418625278,,,0,
1756,17,149C Derwent Ave,Derwent Ave Stop 17 Out,-42.84810076328367,147.347086526075,,,0,
1627,17,15 Balaka St,Balaka Street,-42.87310898033237,147.35402025586097,,,0,
570,,15 Cheviot Rd,Cheviot Rd / Atherton Ave,-42.8521117190075,147.28394707570837,,,0,
984,13,15 Clare St,Clare Street Stop 13 In,-42.86569202949678,147.30908329095007,,,0,
657,29,15 Montrose Rd,Montrose Rd #29 Out,-42.82682316721331,147.26377489288228,,,0,
1794,10,15 Regent St,Regent St/Queen St #9 Out,-42.89414538461832,147.32274965230158,,,0,
568,,15 Seventh Ave,Seventh Avenue / Cranleigh Cres,-42.84807227739131,147.28297735298491,,,0,
435,,15 Stratton Ave,Stratton Avenue,-42.86102818954741,147.2775482841365,,,0,
1992,17,152 Nelson Rd,Nelson Rd past Flat Bend Inwards,-42.90911564626279,147.32625194757398,,,0,
1735,,153 Gordons Hill Rd,Gordons Hill Rd before Cedar St,-42.85079981397254,147.36788173402422,,,0,
19011:1,,153 Summerleas Rd,,-42.96970523554292,147.29114413419586,,,0,
11029:1,,153-164 Lollara Rd,,-42.998331,147.056796,,,0,
15040:1,,155 Arthur Hwy,,-42.890351,147.806001,,,0,
2797,,156 Roslyn Ave,Roslyn Ave past Wells Pde,-42.99858477478314,147.32136864026577,,,0,
1202,,16 Cadbury Rd,Cadbury Rd (Windermere) #49 In,-42.79632281,147.2568123,,,0,
467,30,16 Cavendish Rd,Cavendish Rd Stop 30 Out,-42.85051419044833,147.29119067286732,,,0,
4160,,16 Cavenor Dr,,-42.89941307060597,147.45384679512188,,,0,
2309,15,16 Clinton Rd,Clinton Rd before Llenroc St,-42.83370699999999,147.349874,,,0,
462,25,16 Gerrard St,Gerrard St Stop 25 Out,-42.8568112662594,147.290393380234,,,0,
4182,,16 King St,King St past Petchey St Out,-42.87668705770037,147.36523276569713,,,0,
1528,,16 Yarram St,Yarram St past Vela St In,-42.87695324775567,147.4029784557977,,,0,
1726,18,160 Derwent Ave,Derwent Ave Stop 18 In,-42.8469501075599,147.34286705181583,,,0,
1755,16,161 Derwent Ave,Derwent Ave Stop 16 Out,-42.84764312447753,147.3498120013902,,,0,
15013:1,,1635 Main Rd,,-43.09850999999999,147.742832,,,0,
11103:1,,164 Summerleas Rd,,-42.96946906843153,147.2909095725165,,,0,
1871,28,165 Channel Hwy,Channel Hwy/Coolamon #28 In,-42.94689541,147.3500238211254,,,0,
1967,17,165 Nelson Rd,Nelson Rd btwn Bend 2 & Flat Bend,-42.90931387403464,147.32641739183796,,,0,
15012:1,,1657 Main Rd,,-43.101155,147.742222,,,0,
1491,27,166 Tranmere Rd,Tranmere Rd #27 Out,-42.90315260265615,147.41596658878055,,,0,
2790,,167 Roslyn Ave,Roslyn Ave past Home Ave,-42.99598757019161,147.3233814433433,,,0,
11013:1,,1678 Huon Hwy opposite Longley Pub,1678 Huon Hwy (opp Longley Pub),-42.972172,147.194791,,,0,
447,,17 Athleen Ave,Athleen Ave before Bealey Ave Out,-42.86372984833419,147.2860012927117,,,0,
4040,,17 Auburn Rd,Auburn Rd,-42.98276245039573,147.3184851267449,,,0,
1679,,17 Beach Rd,Beach Rd - Snug Village In,-43.06494185237284,147.25816003912166,,,0,
1693,20,17 Carbeen St,[NB4] CARBEEN ST #20 IN,-42.86162368230943,147.3845159731434,,,0,
8693:1,20,17 Carbeen St,Carbeen St #20 In (s),-42.86162368,147.38451597,,,0,
1478,20,17 Scott St,Scott St past Queen St Outwards,-42.87666661780889,147.36950288776407,,,0,
805,,171 Lamprill Cir,Lamprill Circle between Wilson and Smith,-42.74893,147.268675,,,0,
2255,,1710 South Arm Rd,,-42.989263,147.499589,,,0,
2314,10,176 East Derwent Hwy,E Derwent Hwy Stop 10 In,-42.84637605984815,147.35920543336954,,,0,
1734,,177 Gordons Hill Rd,Gordons Hill Rd before Excalibur Pl,-42.84959638223661,147.36443022562287,,,0,
1991,18,178 Nelson Rd,Nelson Rd before Flat Bend Inwards,-42.909958510349,147.32597573245516,,,0,
1417,15,179 Clarence St,Clarence St/Correa St #15 In,-42.87773726694564,147.39598682627357,,,0,
1100,,18 Atherton Ave,Atherton Ave / Cheviot Rd,-42.850458,147.282632,,,0,
852,,18 Battersby Dr,18 Battersby Drive,-42.79970947890855,147.24431634390393,,,0,
606,,18 Dickson St,Dickson St / Stansbury St,-42.84894674058213,147.27150722608462,,,0,
4418,,18 Tavistock Rd,,-42.7767076290599,147.2479939686251,,,0,
1870,29,183 Channel Hwy,Channel Hwy #29 In,-42.94835857769212,147.3480785979268,,,0,
1505,28,183 Tranmere Rd,Tranmere Rd #28 In,-42.90546735982257,147.41789413033564,,,0,
1943,30,184 Channel Hwy,Channel Hwy #30 Out,-42.9504164825728,147.34517119776365,,,0,
15109:1,,1858 Nubeena Rd,,-43.115118,147.752879,,,0,
2780,,186 Roslyn Ave,Roslyn Ave past Pearsall,-43.00058161127238,147.32007632585348,,,0,
3793,,187 Roslyn Ave,Roslyn Ave past Algona Rd,-42.99836254707929,147.32157841817013,,,0,
672,,19 Catherine St,Catherine St #41 Out,-42.813738,147.25021,,,0,
965,32,19 Florence St,Florence St Stop 32 In,-42.85079394844013,147.29366756337936,,,0,
2326,24,19 Kerria Rd,Kerria Rd / Holly Rd,-42.810141,147.347622,,,0,
3792,,19 Pearsall Ave,Pearsall Ave / Sunny Ave,-43.00047779113499,147.32147272447352,,,0,
1999,14,19 Proctors Rd,Proctors Rd Stop 14 In,-42.90097549245037,147.3171465198399,,,0,
566,31A,19 Third Ave,Third Ave Stop 31A Out,-42.84617022760567,147.285321512002,,,0,
1727,,190 Derwent Ave,Derwent Ave before Rianna Rd,-42.84793616677885,147.346304599717,,,0,
1492,28,194 Tranmere Rd,Tranmere Rd #28 Out,-42.90533259727868,147.41773235944342,,,0,
1453,,195 Acton Rd,No. 195 Acton Rd,-42.892183,147.482101,,,0,
15047:1,,1979 Arthur Hwy,,-42.8141,147.773787,,,0,
1825,14,198 Churchill Ave,Churchill/Woolton #14 In,-42.908432,147.331358,,,0,
919,17,199 Lenah Valley Rd ,Lenah Valley Rd Stop 17 In,-42.86230099140916,147.28704709299345,,,0,
2302,24,1A Holly Rd,Holly Road,-42.81061411999999,147.34751412,,,0,
1778,,1A York St,York St Inwards,-42.89901900738228,147.3295767563388,,,0,
1549,35,2 Anstey St,Anstey St before Ninabah St,-42.8722189288529,147.39867786246305,,,0,
808,,2 Ashburton St,Ashburton Road opposite school,-42.74966696496005,147.27568071794997,,,0,
468,31,2 Cavendish Rd,Cavendish Rd Stop 31 Out,-42.85087412180393,147.29259017997043,,,0,
1749,,2 Glenelg St,Glenelg St Lindisfarne,-42.85131302801819,147.3683162486257,,,0,
12129:1,,2 Reeve Street,,-42.67049699999999,147.423852,,,0,
1130,41,2 Stansbury St,Stansbury St b Stapleton St #41,-42.84393190680837,147.2702379208874,,,0,
4433,52,2 Thompson Cr,Thompson/Croydon #52 Out,-42.73984966006847,147.2370281180574,,,0,
1530,36,2 Tilanbi St,Tilanbi St / Allawarra St In,-42.87249093875206,147.39956856471383,,,0,
2799,,2 Woodlands Dr,Woodlands Dr past Roslyn Ave,-43.00606732175379,147.31803359675578,,,0,
1482,,20 Beach St,Beach St before Clarence St Lights,-42.875743,147.376026,,,0,
1787,,20 Byron St,Byron St before Fitzroy Pl,-42.89130012641095,147.32513392476517,,,0,
3411,,20 Caversham Rd,Caversham Rd / Vieste Dr,-42.84399079549831,147.27412206009487,,,0,
451,13,20 Clare St,Clare St Stop 13 Out,-42.86588530300146,147.3093709541801,,,0,
2251,,20 Cremorne Ave,Cremorne Ave / Wisteria Ave,-42.95706037741308,147.53083479882912,,,0,
814,,20 Deak St,Deak St/Briar Cr In,-42.74343731120679,147.26839711452223,,,0,
469,32,20 Florence St,Florence St Stop 32 Out,-42.85073159137938,147.29382147529492,,,0,
4157,,20 Horsham Rd,Horsham Rd in,-42.90153518950737,147.45122921402452,,,0,
1960,14,20 Proctors Rd,Proctors Rd before York St,-42.90097384667421,147.31715740482568,,,0,
1181,41A,20 Radcliffe Cres,Radcliff Cr #34 In,-42.82123434999999,147.2557135,,,0,
1944,31,204 Channel Hwy,Channel/Illawong #31 Out,-42.95247248560655,147.34327031131332,,,0,
2286,,205 Rifle Range Rd,,-42.94710951590518,147.48204722404648,,,0,
720,,206 Marys Hope Rd,Marys Hope Rd #36 In,-42.81686348,147.241192,,,0,
11124:1,,2064 Huon Hwy,,-42.98809368158564,147.085816862856,,,0,
1733,,207 Gordons Hill Rd,Gordons Hill Rd before Beach Rd R/about,-42.84765423682348,147.3631259954396,,,0,
11024:1,,2071 Huon Hwy,2064 Huon Hwy,-42.98863563541146,147.0849270359341,,,0,
1767,,21 Adina St,Adina St Geilston Bay Out,-42.83962393489302,147.35966955763357,,,0,
4161,,21 Cavenor Dr,,-42.89942630318791,147.45393711404782,,,0,
2358,15,21 Clinton Rd,Clinton Rd / Llenroc St Outwards,-42.83373826345287,147.34984484933386,,,0,
4129:1,,21 Riawena Rd,Riawena Rd opp Akuna St,-42.86614549261229,147.36229127491677,,,0,
604,42A,21 Stansbury St,Stansbury St / Anderson St #41A,-42.84618971953979,147.269249528914,,,0,
1416,16,211 Clarence St,Clarence St/Lucas St #16 In,-42.87842024817944,147.3994042004131,,,0,
11025:1,,2125 Huon Hwy,,-42.99147399999999,147.080103,,,0,
15107:1,,2127 Nubeena Rd,,-43.127006,147.777213,,,0,
15007:1,,2127 Nubeena Rd,,-43.127013,147.77389,,,0,
2257,,2156 South Arm Rd,,-43.01381429623439,147.49102215647855,,,0,
1456,,216 Acton Rd,Acton Rd before Roches Beach Rd,-42.8919193099223,147.48210697943415,,,0,
2798,,217 Roslyn Ave,Roslyn Ave before Pearsall,-43.000597,147.320036,,,0,
730,,219 Marys Hope Rd,Marys Hope Rd #36 Out,-42.81630942,147.2405371,,,0,
809,,22 Ashburton St,Ashburton Rd / Lockhart St,-42.74874284281019,147.27848243232245,,,0,
2319,4,22 East Derwent Hwy,E Derwent Hwy past Lenna St Inwards,-42.85849345643734,147.35597406210883,,,0,
2298,27,22 Gardenia Rd,Gardenia Rd opp Heather Rd,-42.81377795120428,147.35402003331652,,,0,
1748,,22 Henley St,Henley St before Glenelg St,-42.85179463013754,147.36687814944457,,,0,
1511,22,22 Tranmere Rd,Tranmere Rd/Corinth St #22 In,-42.89091519,147.40892356,,,0,
1990,19,220 Nelson Rd,Nelson Rd btwn Bend 5 & 4,-42.91084596652717,147.32608052593844,,,0,
4058,,2217 Channel Hwy,Beach Rd before Channel Hwy Snug,-43.06625718767147,147.25549942187467,,,0,
1493,29,228 Tranmere Rd,Tranmere Rd #29 Out,-42.90811777745953,147.4180345495459,,,0,
1415,17,229 Clarence St,Clarence St #17 In,-42.87894622223306,147.40171639907686,,,0,
708,,23 Cadbury Rd,Cadbury Rd #50 Out,-42.79315065,147.2569334,,,0,
607,44,23 Cochrane St,Cochrane St / Dickson St #44,-42.84957334098428,147.27103633280794,,,0,
1127,43,23 Dickson St,Dickson St / Cochrane St #43,-42.84894180249173,147.27149714449146,,,0,
2330,27,23 Gardenia Rd,Gardenia Rd before Heather Rd,-42.81373585194576,147.35336825162136,,,0,
970,28,23 Highfield St,Highfield St Stop 28 In,-42.85323550436408,147.29032771765822,,,0,
1546,21,23 Nankoor Cres,Nankoor Cres opp Belar St Out,-42.87274456567772,147.3918424906346,,,0,
1867,31,231 Channel Hwy,Channel Hwy/Illawong #31 In,-42.95185129388041,147.34338175839392,,,0,
1969,19,235 Nelson Rd,Nelson Rd btwn Bend 4 & 5,-42.91083001098742,147.32606192777527,,,0,
2788,,24 Pearsall Ave,Pearsall Ave / Roslyn Ave,-43.00038,147.321062,,,0,
713,,24 Somerdale Rd,Somerdale Rd #54 In/Out,-42.78936351,147.2618138,,,0,
616,46,241 Tolosa St,Tolosa St Stop 46 Out,-42.84954510118712,147.25847190553392,,,0,
3756,,247 Redwood Rd,[NB4] REDWOOD/PINE AVE OUT,-42.99564223141256,147.3025034546288,,,0,
8756,,247 Redwood Rd,Redwood/Pine Out (s),-42.99564223,147.30250345,,,0,
1219,47,25 Allunga Rd,Allunga Rd #41 In,-42.81203828,147.2419355,,,0,
586,,25 Caversham Rd,Caversham Rd before Vieste Dr,-42.84389473914002,147.27387757859626,,,0,
1762,23,25 Derwent Ave,Derwent Ave Stop 23 Out,-42.84051934483079,147.3475789625786,,,0,
2237,83,25 Marston St,Marston St / Brambling Way,-42.89309626265621,147.447224961336,,,0,
2902,,25 Ruth Dr,Ruth Dr past Jane Crt,-42.86842735736811,147.28488877332364,,,0,
8790,,254 Redwood Rd,Redwood/Pine In (s),-42.99564328999999,147.30297168,,,0,
1823,19,256 Churchill Ave,Churchill Ave Stop 16 In,-42.91252677085072,147.3367732841205,,,0,
1495,30,258 Tranmere Rd,Tranmere Rd/Cohuna St #30 Out,-42.9121516001031,147.41704012214288,,,0,
1747,,26 Cottesloe St,Cottesloe St / St Helens St,-42.85261926475232,147.3647130577021,,,0,
646,,26 Garfield Rd,Garfield Road past Pitcairn St,-42.83169678563875,147.25658703966818,,,0,
3764,,26 Kunama Dr,Kunama Dr / Wombarra Ave,-42.9861095328964,147.3209498704656,,,0,
1533,21,26 Nankoor Cres,Nankoor Cr / Anstey St In,-42.87268764461834,147.39186934931536,,,0,
916,19,261 Lenah Valley Rd,Lenah Valley Rd Stop 19 In,-42.8645808798564,147.28116874345113,,,0,
3755,,263 Redwood Rd,Redwood Rd opp Wattle Street,-42.99434265702962,147.30089461798784,,,0,
1695,18,27 Barana St,Barana St Stop 18,-42.86346980212138,147.3830903189386,,,0,
1539,15,27 Bayfield St,Bayfield St / Veronica St In,-42.86734856595399,147.37306879117133,,,0,
1738,,27 Cottesloe St,Cottesloe St / Manly Ave In,-42.8524836021835,147.36491396963743,,,0,
1375,,27 Spitfarm Rd,Spitfarm Rd Opossum Bay,-42.991574,147.4043,,,0,
1899,9,271 Sandy Bay Rd,Sandy Bay Rd/Duke St #9 In,-42.89710354487022,147.32868299591087,,,0,
4042,,28 Auburn Rd,Auburn Rd past Heath Court,-42.9824267671751,147.318040312014,,,0,
619,,28 Easton Ave,Easton Ave (No.28),-42.84283777614707,147.27803094799333,,,0,
659,39A,28 Katoomba Cres,Katoomba Cr #31 Out,-42.82606841,147.2610913,,,0,
3780,,28 Mt Royal Rd,Mt Royal Rd / Jerrim Pl,-42.98698531110623,147.32397587370707,,,0,
812,,28 Tottenham Rd,Tottenham Road opposite park,-42.74723819532202,147.27172436991228,,,0,
587,,28 Vieste Dr,Vieste Dr outside Fire Stn,-42.84227312927243,147.27279805652594,,,0,
1324,45,283 Main Rd,Main Rd Stop 45 In,-42.76717982489369,147.24412767749715,,,0,
1496,31,284 Tranmere Rd,Tranmere Rd #31 Out,-42.91373098674707,147.4159966323694,,,0,
1946,32,286 Channel Hwy,Channel Hwy #32 Out,-42.955731,147.340621,,,0,
1821,17,288 Churchill Ave,Churchill/Aotea #17 In,-42.91446478311449,147.34218781783707,,,0,
3774,,289 Redwood Rd,Redwood Rd past Hawthorn Dr,-42.99269060564759,147.30105477729998,,,0,
3817,,289 Redwood Rd,Redwood Rd before Hawthorn Dr,-42.99269982587317,147.30105225619585,,,0,
504,36,29 Acton Cres,Acton Crescent Stop 36 Out,-42.82891728553782,147.29004055370342,,,0,
1696,17,29 Bilinga St,Bilinga St before Akora St,-42.86548637245141,147.3815585541074,,,0,
4047,,29 Incana Rd,Incana Rd / Brigalow St,-43.03161,147.269108,,,0,
1970,20,297 Nelson Rd,Nelson Rd btwn Bend 5 & 6,-42.91232844982942,147.3256579909282,,,0,
1989,20,298 Nelson Rd,Nelson Rd btwn Bend 6 & 5,-42.91227309200289,147.32559584711638,,,0,
505,,3 Acton Cres,Acton Crescent before Howard Rd Out,-42.82926742091972,147.29278616828256,,,0,
1531,35,3 Anstey St,Anstey St / Ninabah St In,-42.8721922372514,147.39861919499236,,,0,
569,,3 Atherton Ave,Atherton Ave / Cranleigh Cres,-42.84939,147.283127,,,0,
966,31,3 Cavendish Rd,Cavendish Road Stop 31 In,-42.85078800967243,147.29250917369907,,,0,
2778,,3 Redwood Rd,Redwood Rd before Channel Hwy Out,-42.98186458422101,147.29813615144886,,,0,
1094,38,3 Twelfth Ave,Twelfth Ave / Sherwood Rd,-42.84757103881977,147.27948622726979,,,0,
1175,44,30 Chandos Dr,Chandos Dr #38 In,-42.81653483,147.2464513,,,0,
3782,,30 Garnett St,Garnett St/Edison Ave Out,-43.001765,147.31483,,,0,
4048,,30 Incana Rd,Incana Rd / Bundalla Rd,-43.03159174702506,147.2690023343366,,,0,
4434,53,30 Thompson Cr,Thompson Cr #53 Out,-42.73882289291259,147.23584601620513,,,0,
2784,,30 Woodlands Dr,Woodlands Dr past Darville Ct,-43.004883,147.314617,,,0,
496,19,302 Brooker Ave,Brooker Ave Stop 19 Out,-42.8484816353566,147.31113902652487,,,0,
11043:1,,3049 Huon Hwy,,-43.06825173353176,147.0242778993412,,,0,
11027:1,,31 Lollara Rd,,-42.99595394955608,147.07061654487936,,,0,
11003:1,,31 Nolan Crescent,31Nolan Crescent,-42.96837699999999,147.294204,,,0,
1536,18,31 Waverley St,Waverley St In,-42.87157662074398,147.38085486999586,,,0,
1497,32,312 Tranmere Rd,Tranmere Rd #32 Out,-42.91539202237966,147.4137265252668,,,0,
1819,18,316 Churchill Ave,Churchill Ave #18 In,-42.91669723769622,147.34524932618774,,,0,
1381,,3173 South Arm Rd,South Arm Rd north of Bisdee St,-43.025177,147.417679,,,0,
2262,,3178 South Arm Rd,,-43.02506,147.417664,,,0,
1781,,32 York St,York St before Grosvenor St,-42.89973280362368,147.32677725332803,,,0,
1912,9,320 Sandy Bay Rd,Sandy Bay Rd (UTAS) #9 Out,-42.89967009380285,147.33065310055318,,,0,
